ASIN,dateId,CategoryID,Delivery_time_days,MainRankingValue,AmazonGlobal_Shipping,Estimated_Import_Charge,PriceGroup
B0D4HTRKQS,357,11,0,136679.0,25.29,5.90,Low Income
B0D5X378PW,277,11,0,111872.0,25.09,5.20,Very Low Income
B0D5B34LYK,315,11,0,252612.0,27.34,11.05,Low Income
B0D4HPGJXJ,357,11,0,378902.0,25.19,5.11,Low Income
B0D5CJGS3M,315,11,0,811532.0,28.42,8.23,Low Income
B0D5LKH2CW,228,11,0,51086.0,25.59,23.39,Low Income
B0D5CFY2W6,315,11,0,924278.0,28.58,7.94,Low Income
B0D842ZS55,248,11,0,1062123.0,138.19,0.00,Upper-Middle Income
B0D7MP5X5L,234,11,0,138547.0,46.03,20.48,Lower-Middle Income
B0D9Q9PS1H,1200,11,0,240076.0,63.09,22.49,Lower-Middle Income
B0DCSKDGL8,1194,11,0,350883.0,26.37,7.67,Low Income
B0D8HPJWZ4,222,11,0,354401.0,30.61,11.84,Lower-Middle Income
B0D9J43CMT,245,11,0,80038.0,34.97,0.00,Low Income
B0DCS1QNPL,1194,11,0,858.0,27.46,24.51,Lower-Middle Income
B0DB1LN756,261,11,0,95633.0,38.29,10.99,Low Income
B0D173QPBN,227,11,0,831299.0,151.67,57.98,Upper-Middle Income
B0D174LRKR,227,11,0,695158.0,151.07,44.41,Lower-Middle Income
B0DC6YKPWD,109,11,0,48201.0,,,Very Low Income
B0D7HL9FVX,234,11,0,30026.0,49.97,109.68,Lower-Middle Income
B0D83PQCSG,210,11,0,188950.0,35.44,53.25,Lower-Middle Income
B0DCJQ35N7,178,11,0,968497.0,27.90,10.54,Low Income
B0D9GV39Q5,266,11,0,243562.0,42.55,37.43,Low Income
B0DBV16ZV2,100,11,0,79659.0,,,Low Income
B0D94KTDNR,232,11,0,675828.0,30.18,18.81,Low Income
B0D6VKN9QD,301,11,0,235865.0,,,Lower-Middle Income
B0D7P5L5BL,299,11,0,266367.0,,,Lower-Middle Income
B0D9Y6YBZ7,176,11,0,130701.0,25.95,0.00,Low Income
B0D8K8RB7G,306,11,0,348388.0,136.71,47.27,Lower-Middle Income
B0DBR8HMN2,239,11,0,19984.0,30.98,43.29,Lower-Middle Income
B0CTQ4314T,409,11,0,1118194.0,,,Lower-Middle Income
B0D92NS2N3,280,11,0,90544.0,,,Low Income
B0DC68N83W,220,11,0,224714.0,27.79,15.17,Low Income
B0D58D7YCQ,1886,11,0,450638.0,31.47,25.89,Low Income
B0D982VNPS,201,11,0,52560.0,56.57,60.48,Low Income
B0DBLCZJ47,360,11,0,95627.0,26.59,6.93,Low Income
B0DCPTQ3JD,64,11,0,98914.0,25.11,19.80,Very Low Income
B0D99GT5JZ,274,11,0,629602.0,27.41,10.43,Low Income
B0D7VV7G88,216,11,0,261104.0,34.74,32.28,Low Income
B0D46CZK7C,660,11,0,34829.0,41.95,0.00,Low Income
B0D8YCLZVF,275,11,0,127666.0,36.96,48.32,Low Income
B0D97YMH2D,201,11,0,53059.0,,,Lower-Middle Income
B0DC3V2BSL,220,11,0,32291.0,29.37,5.30,Low Income
B0DC3QJWG7,220,11,54,24124.0,,,Low Income
B0D4M3WB6Z,156,11,0,51885.0,33.67,26.77,Low Income
B0D78P8F5H,198,11,0,132494.0,34.37,32.39,Low Income
B0D7GT9RW2,234,11,0,96944.0,34.63,24.68,Low Income
B0CTFZ11F9,2183,11,0,54633.0,34.73,37.33,Low Income
B0CCT7Y7QF,571,11,0,247003.0,32.29,36.31,Low Income
B0DBPCCQ2V,239,11,24,196646.0,47.12,46.24,Low Income
B0D9NK21C8,256,11,0,243354.0,,,Low Income
B0D7Q2XL4K,299,11,0,22487.0,28.78,17.63,Very Low Income
B0D821HJQV,240,11,0,55810.0,25.15,0.00,Low Income
B0D987684Z,201,11,0,6818.0,,,Very Low Income
B0D6YFBXPR,246,11,0,150687.0,54.66,0.00,Lower-Middle Income
B0D1XZY7W6,304,11,0,74036.0,32.97,14.89,Very Low Income
B0D3NRG8YY,311,11,0,44221.0,28.52,0.00,Low Income
B0D7Q85B4B,299,11,0,70582.0,40.66,0.00,Low Income
B0D5B4PGTP,315,11,61,6709.0,28.98,24.01,Low Income
B0D93BKSVF,212,11,0,1200197.0,,,Low Income
B0D6Y9PRG2,246,11,0,94523.0,37.19,20.72,Low Income
B0D8S3W1JK,276,11,0,193098.0,34.85,5.87,Low Income
B0D95QLR5X,255,11,0,93924.0,50.78,46.60,Lower-Middle Income
B0D7Z3BV2X,248,11,0,97166.0,70.04,72.05,Lower-Middle Income
B0D7Z1DVHZ,248,11,0,230525.0,68.63,76.66,Lower-Middle Income
B0D6VMYXDF,301,11,0,461995.0,,,Low Income
B0DC12KBLH,209,11,0,106078.0,28.26,41.99,Lower-Middle Income
B0D8HNYFDT,222,11,0,64933.0,39.26,0.00,Lower-Middle Income
B0CNR5H1L7,487,11,0,1299712.0,28.58,21.44,Lower-Middle Income
B0DCHVZLSJ,178,11,0,203961.0,30.98,21.21,Lower-Middle Income
B0D5LN66TX,294,11,0,1057157.0,196.56,115.29,Upper-Middle Income
B0D9WH5334,212,11,0,54600.0,,,Very Low Income
B0DBGC6XNK,1201,11,0,70966.0,27.68,24.33,Low Income
B0D8KPSS92,306,11,0,99095.0,29.02,13.35,Low Income
B0DCK2PMSJ,1,11,0,50118.0,,,Low Income
B0DB5GRH36,224,11,0,1391991.0,,,Lower-Middle Income
B0DCJQSB2T,178,11,0,62943.0,163.08,130.82,Lower-Middle Income
B0D9M35MTV,258,11,0,256455.0,,,Lower-Middle Income
B0D8SXDYPY,276,11,0,236479.0,340.17,290.70,Upper-Middle Income
B0D8ZMZGLW,288,11,0,97832.0,25.43,6.45,Very Low Income
B0DB7M859Y,229,11,0,67837.0,30.13,31.17,Low Income
B0D7M8TQVS,237,11,0,292624.0,37.92,39.67,Low Income
B0D7Z12TP1,248,11,0,9811.0,27.68,0.00,Very Low Income
B0D7YQXSW1,248,11,0,6364.0,28.02,0.00,Very Low Income
B0D7Z1C2GC,248,11,0,10975.0,,,Low Income
B0D7YRZQSB,248,11,0,43889.0,27.88,0.00,Very Low Income
B0D7Z3MXJB,248,11,0,41346.0,28.75,0.00,Very Low Income
B0D7Z2D3BJ,248,11,0,15943.0,28.30,0.00,Very Low Income
B0D7YQT23D,248,11,0,25936.0,,,Low Income
B0D7Z2JQT8,248,11,0,11843.0,,,Very Low Income
B0D7C77Z7X,212,11,0,252936.0,,,Low Income
B0D53VX8BZ,336,11,0,345651.0,29.30,31.71,Low Income
B0D9CQ191L,253,11,24,363430.0,,,Low Income
B0D6K3K6J6,1861,11,0,118904.0,36.46,10.75,Low Income
B0D62VPJ43,343,11,0,286174.0,44.27,7.71,Low Income
B0D9GKZC38,266,11,0,161886.0,44.69,0.00,Low Income
B0D9GRCDLH,266,11,0,375153.0,84.04,111.61,Upper-Middle Income
B0D8RYLVRJ,276,11,0,90741.0,31.57,5.76,Low Income
B0D8S3PDRS,276,11,0,102885.0,33.53,5.66,Low Income
B0D8HS88GL,222,11,0,109817.0,46.82,14.91,Low Income
B0DB1R7DQN,261,11,0,161535.0,37.99,0.00,Lower-Middle Income
B0D669KYDT,212,11,0,515511.0,,,Upper-Middle Income
B0D7QDHRC9,299,11,0,42699.0,,,Low Income
B0D7V6MS4D,212,11,0,6677.0,,,Very Low Income
B0D87NGDR7,240,11,0,9830.0,28.78,16.83,Low Income
B0D6VJGNXP,301,11,0,371227.0,32.64,24.66,Low Income
B0D6B4NM4Y,296,11,0,16419.0,31.58,5.50,Low Income
B0D5QWHSWT,303,11,0,110090.0,,,Lower-Middle Income
B0DCG1PF73,212,11,0,42606.0,,,Very Low Income
B0DC6RLSB2,220,11,0,40740.0,29.76,28.85,Low Income
B0D86C1WK3,240,11,0,111994.0,58.43,17.48,Lower-Middle Income
B0D9Q5MYS9,212,11,0,118452.0,25.71,8.69,Low Income
B0D49QVY1N,330,11,0,305461.0,28.84,20.18,Low Income
B0D9XYGNB8,176,11,0,212852.0,,,Low Income
B0D9Y4W6TH,176,11,0,31254.0,,,Low Income
B0DCFMTCB6,212,11,0,793196.0,,,Lower-Middle Income
B0DCDT2GLQ,212,11,0,294709.0,28.58,34.16,Low Income
B0DCDQC96V,212,11,0,194658.0,32.35,15.26,Low Income
B0D83FCNTY,210,11,0,805426.0,,,Lower-Middle Income
B0CJBZVSWT,220,11,0,1239950.0,140.30,75.31,Lower-Middle Income
B0DBYHD372,209,11,0,10103.0,60.62,28.27,Lower-Middle Income
B0D7GWPN2N,234,11,0,44078.0,32.71,40.69,Lower-Middle Income
B0D49DCNKR,330,11,0,921907.0,32.97,34.29,Low Income
B0DBLG8SW2,187,11,0,112846.0,28.32,5.22,Low Income
B0DB5NQF8Z,224,11,0,191240.0,26.67,42.23,Low Income
B0DBVD5LLZ,100,11,0,43091.0,,,Low Income
B0D8NZW4WM,222,11,0,699163.0,25.98,5.11,Low Income
B0D7M9Q5DM,237,11,0,967112.0,66.26,75.38,Lower-Middle Income
B0D2L1HK8C,241,11,0,154868.0,30.02,20.66,Low Income
B0DC2T15L4,242,11,0,359033.0,28.29,5.21,Low Income
B0DBHNWN6M,189,11,0,214121.0,33.61,39.50,Low Income
B0DCF3HN2W,188,11,0,1508.0,31.33,24.98,Low Income
B0D985H6GM,201,11,0,130617.0,29.58,0.00,Lower-Middle Income
B0D4VQ8BFZ,25,11,0,72635.0,27.82,0.00,Low Income
B0D49D2ND4,330,11,0,124021.0,44.94,57.82,Lower-Middle Income
B0DCCB64RL,188,11,0,180993.0,254.14,276.75,Upper-Middle Income
B0D8W1YVK9,194,11,0,335654.0,30.02,33.26,Low Income
B0DCBNXCBP,188,11,0,151055.0,25.79,14.54,Low Income
B0D629Z6QS,343,11,45,34873.0,78.44,0.00,Lower-Middle Income
B0D4VHKDQR,25,11,0,36808.0,30.88,27.28,Low Income
B0D9N8JY28,256,11,0,362979.0,25.78,22.97,Low Income
B0D7C751L8,250,11,0,9951.0,29.14,0.00,Low Income
B0D8J2ZX1J,188,11,0,47729.0,25.62,7.15,Low Income
B0DCBDGZDR,188,11,0,18250.0,25.27,5.57,Very Low Income
B0CYTBH2K2,370,11,0,21812.0,,,Low Income
B0D7TP9QT6,281,11,0,201445.0,32.92,26.50,Low Income
B0D3XFV871,326,11,0,164908.0,32.81,24.73,Low Income
B0D8B8518M,317,11,0,253699.0,,,Low Income
B0D734HVMH,171,11,25,32015.0,,,Very Low Income
B0DC6CLSYW,220,11,0,135581.0,29.74,91.30,Lower-Middle Income
B0D8KPR633,306,11,0,615009.0,31.12,5.11,Low Income
B0D8S2D6N5,276,11,0,125334.0,29.14,22.41,Low Income
B0D93GKP99,232,11,0,614336.0,28.42,0.00,Low Income
B0D7THF136,281,11,0,265175.0,29.82,23.70,Low Income
B0D8TBVBVG,276,11,0,40294.0,25.27,12.40,Very Low Income
B0DC3V6RFM,220,11,0,8490.0,34.78,6.46,Low Income
B0DC3J3RYT,220,11,0,87306.0,32.86,5.61,Low Income
B0DC34HFRW,220,11,54,4987.0,39.80,6.22,Low Income
B0DC3GBF8Y,220,11,0,38631.0,,,Low Income
B0DBJ54ZB2,189,11,0,26122.0,100.96,22.22,Lower-Middle Income
B0D9LRCVLJ,258,11,0,386152.0,25.27,5.55,Low Income
B0DBTXKBVX,100,11,0,301311.0,,,Lower-Middle Income
B0D9LYR24G,258,11,0,359363.0,33.33,14.17,Lower-Middle Income
B0D9LZ786G,258,11,0,123518.0,34.33,15.55,Lower-Middle Income
B0D9W32Z3W,236,11,0,20975.0,,,Low Income
B0D41RXBPF,220,11,0,530620.0,33.33,32.12,Low Income
B0D87HS1H1,210,11,0,80693.0,32.80,22.26,Low Income
B0DC6T7DVL,220,11,0,504473.0,80.24,90.37,Lower-Middle Income
B0D5QQRMFN,303,11,0,64306.0,264.39,80.72,Upper-Middle Income
B0D7LX2QQQ,237,11,0,112278.0,25.03,5.64,Low Income
B0D5LJ6SCR,294,11,0,99798.0,51.51,62.06,Lower-Middle Income
B0D544W578,100,11,0,92236.0,,,Low Income
B0D6MYTWWL,295,11,0,66797.0,35.62,19.25,Low Income
B0D8PT9ZVH,271,11,0,965358.0,26.75,0.00,Low Income
B0D7PF37X1,220,11,0,37763.0,30.98,7.16,Low Income
B0D62MGBB2,343,11,0,39459.0,27.46,21.14,Very Low Income
B0D7Q4MSD6,299,11,0,393347.0,30.18,11.98,Lower-Middle Income
B0D732CJC8,220,11,0,334971.0,55.68,44.05,Low Income
B0D479QDPH,100,11,0,33723.0,44.63,44.04,Low Income
B0D7CLZQ5W,250,11,0,55491.0,31.26,35.02,Low Income
B0DC61SYGM,220,11,0,46074.0,93.19,59.60,Lower-Middle Income
B0D2KYCXPH,241,11,0,732334.0,,,Low Income
B0D6YVCL7V,279,11,0,1489301.0,90.19,26.32,Upper-Middle Income
B0D46LVVCR,308,11,0,297707.0,81.41,48.28,Lower-Middle Income
B0D6YVQCNX,279,11,0,1938743.0,161.17,0.00,Upper-Middle Income
B0D66PKY49,296,11,0,96034.0,29.78,25.59,Low Income
B0D95CJCS5,255,11,0,265470.0,27.10,15.58,Low Income
B0D6Y8LGK3,246,11,0,44730.0,59.92,0.00,Low Income
B0D9S8WDDP,291,11,0,5416.0,31.31,19.53,Very Low Income
B0D78K72KN,198,11,0,6660.0,27.30,4.16,Very Low Income
B0D2L61C52,252,11,0,55820.0,31.97,5.09,Low Income
B0D78JXH7J,198,11,0,1019.0,30.27,0.00,Low Income
B0D7S1Q5B5,298,11,24,100011.0,,,Lower-Middle Income
B0DC5BVVPL,273,11,0,53760.0,,,Lower-Middle Income
B0D6K3GYMH,1861,11,0,107869.0,27.94,7.67,Low Income
B0D843M4JT,273,11,0,139722.0,,,Very Low Income
B0D62ZNJQX,343,11,0,7302.0,29.16,0.00,Low Income
B0DBJ53RKQ,189,11,0,3437.0,33.33,45.37,Low Income
B0D7GJXB4X,234,11,0,272772.0,34.53,41.61,Low Income
B0DB1M76FS,261,11,0,155182.0,50.94,52.60,Low Income
B0DBSWXF1G,239,11,0,454271.0,98.21,65.55,Upper-Middle Income
B0DBTBY6V9,100,11,78,595355.0,25.91,0.00,Low Income
B0DBLSDQBL,187,11,0,284809.0,40.91,31.15,Lower-Middle Income
B0D7GMYW99,234,11,0,246317.0,34.77,29.57,Low Income
B0DB85D6XR,229,11,0,76588.0,29.07,4.42,Very Low Income
B0D7VMFNRF,74,11,0,141667.0,56.67,43.37,Low Income
B0D7ZS62TN,248,11,0,123405.0,73.37,41.52,Low Income
B0D7ZYPNQ2,248,11,0,26402.0,27.91,0.00,Low Income
B0DB1P16S9,261,11,0,170271.0,,,Low Income
B0DC3XLNYX,242,11,0,1431500.0,27.10,33.63,Low Income
B0D9YBDSDM,176,11,0,81931.0,26.75,35.28,Low Income
B0D7C57X4K,250,11,0,73743.0,29.64,0.00,Very Low Income
B0DBX47CBT,100,11,0,173715.0,30.74,6.69,Low Income
B0D8Y562FG,275,11,0,75348.0,25.14,4.07,Low Income
B0DBZCZBSC,690,11,23,171528.0,45.89,141.92,Upper-Middle Income
B0D6BPYSJ1,296,11,0,10526.0,51.56,28.28,Lower-Middle Income
B0D6GFTX49,302,11,0,643388.0,28.39,0.00,Low Income
B0D6725JGT,296,11,0,42326.0,30.11,17.52,Low Income
B0D59JZPMF,315,11,0,95717.0,33.49,0.00,Low Income
B0D7VN3DQR,74,11,0,44145.0,,,Low Income
B0D62Q47F3,343,11,0,44788.0,28.38,7.22,Low Income
B0CW387VC3,382,11,0,846834.0,95.21,30.38,Lower-Middle Income
B0D4DDF3G8,187,11,0,553087.0,94.82,30.32,Lower-Middle Income
B0DBL9VN98,187,11,0,278564.0,,,Low Income
B0DBH372LQ,189,11,0,68823.0,,,Low Income
B0D54KW3JJ,336,11,0,919522.0,59.74,36.93,Upper-Middle Income
B0CDRP2LXR,1228,11,0,93405.0,29.14,7.22,Low Income
B0D8W4DFCG,194,11,0,1118277.0,,,Lower-Middle Income
B0D6R7VDWT,301,11,0,221067.0,25.71,18.99,Low Income
B0D8BHCLPL,317,11,0,223528.0,26.12,0.00,Low Income
B0D8BJR5RD,317,11,0,433295.0,27.02,0.00,Low Income
B0D9NKSGZS,256,11,0,61868.0,,,Lower-Middle Income
B0DBV2ZL9J,100,11,26,109808.0,26.19,26.39,Low Income
B0DBQF9LR4,239,11,24,191977.0,47.73,58.60,Lower-Middle Income
B0D8BJJWMF,317,11,0,158957.0,27.98,28.61,Low Income
B0D8BGFLWZ,317,11,0,396373.0,27.02,5.62,Low Income
B0D8BJS4PD,317,11,0,418319.0,29.14,0.00,Low Income
B0D14KXQ2L,377,11,0,126722.0,47.41,13.41,Low Income
B0D8BGWH7K,317,11,0,198022.0,28.94,0.00,Low Income
B0DBQFFXZ9,239,11,0,26271.0,37.43,6.18,Low Income
B0D6R9D2TC,301,11,0,37517.0,26.95,19.39,Low Income
B0D8BNP54T,317,11,0,615056.0,32.73,22.75,Lower-Middle Income
B0DBFZBZDS,1201,11,0,,26.39,18.87,Very Low Income
B0D8BKLLRN,317,11,0,73706.0,28.08,0.00,Low Income
B0D6RQ7P9Y,301,11,0,547948.0,27.54,22.15,Low Income
B0D9Y2BBCW,176,11,0,89999.0,,,Low Income
B0D6R7ZYQV,301,11,0,128658.0,28.42,31.33,Low Income
B0D25N2WX9,208,11,0,670062.0,125.54,79.86,Lower-Middle Income
B0CWWS6BNG,406,11,0,966447.0,25.33,25.37,Low Income
B0D8BHTCCQ,317,11,0,492515.0,27.54,0.00,Low Income
B0DB8LG8C7,229,11,0,110198.0,31.93,6.31,Low Income
B0D2NTLHBP,254,11,0,523701.0,35.80,38.64,Lower-Middle Income
B0D44CQ13P,324,11,0,58960.0,,,Lower-Middle Income
B0D9J6XJTY,245,11,26,41474.0,29.38,44.77,Lower-Middle Income
B0D634DTDF,343,11,0,27770.0,29.58,4.55,Low Income
B0D841T11K,248,11,0,61536.0,26.12,5.59,Low Income
B0D5LL8X9F,294,11,0,146437.0,,,Low Income
B0D9M9XP82,258,11,0,618111.0,26.00,26.82,Low Income
B0D4H25K1D,357,11,0,101941.0,25.87,0.00,Low Income
B0D7LSDTC1,237,11,0,98633.0,65.24,58.70,Low Income
B0DBYW61BZ,209,11,0,214369.0,30.98,27.00,Low Income
B0D7ZL5TKB,209,11,0,167481.0,30.41,35.63,Low Income
B0D764G7C7,100,11,0,146139.0,30.97,31.40,Low Income
B0D7ZGL93P,209,11,0,246880.0,30.19,29.62,Low Income
B0DBYLFKCB,209,11,0,429662.0,,,Lower-Middle Income
B0D3D1QF2F,331,11,0,524551.0,45.34,0.00,Lower-Middle Income
B0D8BK77YR,317,11,0,35122.0,25.15,5.55,Very Low Income
B0DBQCKNWC,2184,11,0,26880.0,27.10,24.71,Low Income
B0DB23SZDH,261,11,26,203737.0,,,Lower-Middle Income
B0DB218KNX,261,11,79,325270.0,40.31,52.29,Lower-Middle Income
B0D9H8WVZY,266,11,0,546879.0,38.20,33.60,Low Income
B0D4CFHBB5,300,11,0,158338.0,28.14,5.62,Low Income
B0DBWSZYHH,100,11,0,277894.0,25.84,35.13,Low Income
B0DBVQPFX4,100,11,24,844636.0,,,Lower-Middle Income
B0DBVKX3WQ,100,11,0,30775.0,29.54,24.78,Low Income
B0D8SFLFF7,276,11,0,692115.0,97.21,37.82,Lower-Middle Income
B0DBVGXQDK,100,11,0,592208.0,25.25,19.92,Low Income
B0D7VQPRJM,74,11,0,8246.0,25.27,18.54,Very Low Income
B0D9F5VWJX,1826,11,0,236146.0,218.90,377.26,Upper-Middle Income
B0DBVDN25H,100,11,0,326238.0,54.99,0.00,Upper-Middle Income
B0DBVH2QZB,100,11,0,55976.0,,,Low Income
B0DBVJS25G,100,11,0,857243.0,78.30,57.98,Upper-Middle Income
B0D9K4GK56,245,11,0,613649.0,33.56,6.97,Low Income
B0CDRJ63PS,1228,11,0,56166.0,30.34,25.41,Low Income
B0D86M2JBJ,240,11,0,145499.0,31.85,31.00,Low Income
B0D8B19VYR,210,11,0,87102.0,25.15,21.61,Very Low Income
B0DBT8M6ZM,100,11,0,1314396.0,235.35,424.89,High Income
B0CXHSGQGR,364,11,0,17883.0,44.74,61.66,Low Income
B0DBT5QYPG,1860,11,0,89031.0,75.32,39.51,Low Income
B0D6R9S39R,301,11,0,158347.0,,,Low Income
B0D8W1THH6,194,11,23,27842.0,29.46,6.57,Low Income
B0D9C91FCF,274,11,0,5514.0,29.76,31.86,Low Income
B0D9GNWR62,266,11,0,45583.0,144.40,101.39,Lower-Middle Income
B0CZ77F59Q,367,11,0,809.0,,,Low Income
B0D6XY7XH9,246,11,0,99137.0,,,Lower-Middle Income
B0CZ78BW92,367,11,0,258.0,,,Low Income
B0DBKWHCCR,100,11,0,30547.0,73.19,28.03,Lower-Middle Income
B0D9NTYTK9,256,11,0,151820.0,56.43,70.63,Lower-Middle Income
B0D81ZWJWJ,210,11,0,171646.0,33.57,14.64,Low Income
B0D1CDGTCJ,329,11,0,97170.0,33.77,29.79,Low Income
B0D7MQFN4G,234,11,0,443775.0,72.67,124.53,Upper-Middle Income
B0D6B1WQM3,296,11,0,8066.0,28.92,5.10,Low Income
B0D6B3P9YZ,296,11,0,238529.0,30.78,4.90,Low Income
B0D6B2V4TV,296,11,0,7596.0,27.78,5.42,Low Income
B0D6BH5WDB,1828,11,23,582746.0,28.06,12.57,Low Income
B0D6BJR3NP,1828,11,0,150721.0,27.70,13.51,Low Income
B0D6BLT8KK,1828,11,0,531833.0,27.70,12.82,Low Income
B0D9MH8PVZ,258,11,0,13375.0,33.63,25.38,Low Income
B0DBQNR83B,239,11,0,7139.0,34.93,6.49,Low Income
B0D3J6LF9D,189,11,0,43632.0,,,Low Income
B0D9H4GMT3,266,11,0,15607.0,,,Very Low Income
B0D7BYRD5D,239,11,0,16869.0,,,Low Income
B0D83G6Q77,210,11,0,33478.0,33.60,0.00,Low Income
B0D7L9Q3G9,237,11,0,37206.0,58.51,9.57,Low Income
B0D1CGD88Q,329,11,0,299445.0,32.45,31.77,Low Income
B0D4Z9NQHN,283,11,0,894883.0,36.29,0.00,Low Income
B0D7MCGSMZ,237,11,0,385400.0,38.64,44.36,Low Income
B0D95V8RDM,255,11,0,27715.0,25.39,0.00,Low Income
B0D9796PF1,201,11,0,14554.0,32.45,38.50,Lower-Middle Income
B0D3XGJFGW,326,11,0,158143.0,30.90,34.82,Low Income
B0D9NSX551,256,11,0,14729.0,25.27,16.92,Very Low Income
B0D9NTYRGF,256,11,0,126293.0,25.03,15.64,Very Low Income
B0D8VWZYHW,194,11,0,13394.0,34.19,46.60,Low Income
B0D7Z1HLL9,248,11,0,7305.0,27.09,3.93,Very Low Income
B0D2L1WL44,241,11,0,423471.0,30.98,26.11,Low Income
B0D2KYDHYX,241,11,0,1402025.0,30.98,22.97,Low Income
B0D2L35ZGD,241,11,0,1670477.0,28.58,21.13,Low Income
B0DBDL34QR,257,11,0,62979.0,25.21,0.00,Low Income
B0DB1XTR8M,261,11,0,25131.0,26.51,10.59,Very Low Income
B0D3SZWV6M,347,11,0,354794.0,50.25,128.68,Upper-Middle Income
B0D6BLHJQP,1828,11,26,92271.0,,,Low Income
B0DBD128HC,257,11,0,590544.0,25.29,0.00,Low Income
B0D96XS71W,255,11,0,35281.0,,,Low Income
B0D3SZV9CR,347,11,0,84152.0,,,Lower-Middle Income
B0D6GGDS8N,302,11,0,30818.0,31.63,30.38,Low Income
B0CCGL6QWK,552,11,0,1090776.0,,,Lower-Middle Income
B0D2KWSW7M,241,11,23,1325776.0,,,Low Income
B0DB58KYC4,224,11,0,313570.0,27.10,19.87,Low Income
B0D2KZDFB3,241,11,0,539889.0,26.67,19.04,Low Income
B0D2L1CJ28,241,11,0,694107.0,,,Low Income
B0D5MGDJ5C,292,11,0,1645677.0,106.73,49.61,
B0D2L3P1SM,241,11,0,54831.0,28.06,24.05,Low Income
B0D6YXYRXW,279,11,0,1139684.0,117.16,153.94,Upper-Middle Income
B0D7D4C3RB,250,11,0,1048698.0,113.13,58.26,Lower-Middle Income
B0D1V5LMXY,321,11,0,419100.0,76.86,27.87,Lower-Middle Income
B0D6TYZJV6,121,11,0,45817.0,25.12,9.44,Very Low Income
B0D8KGW7BN,306,11,0,48697.0,27.56,4.55,Low Income
B0D6Z536YV,246,11,0,58324.0,26.02,21.68,Low Income
B0D7C944BT,250,11,0,92039.0,30.07,23.72,Low Income
B0D9CNNB8Y,253,11,0,56711.0,25.77,11.84,Very Low Income
B0D86Z32WC,237,11,0,496311.0,97.87,0.00,Lower-Middle Income
B0DBLCG89C,187,11,0,50431.0,72.65,79.37,Lower-Middle Income
B0DBL8D5LY,187,11,0,145647.0,151.55,153.62,Lower-Middle Income
B0DB1SFSQX,261,11,26,82741.0,215.51,116.89,Upper-Middle Income
B0D73CXYGN,187,11,0,49325.0,27.90,0.00,Low Income
B0D4LPSB6J,156,11,0,353169.0,46.10,12.89,Low Income
B0D81326Y3,264,11,0,737326.0,25.23,11.69,Very Low Income
B0D474PT61,187,11,0,96791.0,,,Low Income
B0CZ61LVR7,367,11,0,338688.0,85.84,93.71,Lower-Middle Income
B0D9LBJLNH,224,11,0,665328.0,25.23,19.07,Low Income
B0D4QNTJJR,139,11,0,981846.0,,,Lower-Middle Income
B0D41ZJRPN,460,11,0,21077.0,,,Lower-Middle Income
B0D8J5P5YY,222,11,0,222559.0,35.20,22.31,Low Income
B0D7MGPW7G,237,11,0,37823.0,37.12,7.71,Low Income
B0D976J41J,201,11,0,447610.0,,,Lower-Middle Income
B0D52HL3ZQ,336,11,0,29480.0,26.94,7.58,Very Low Income
B0D6R7NXCB,301,11,0,164348.0,59.98,23.97,Low Income
B0D6R6F4PT,301,11,0,235124.0,45.66,20.66,Low Income
B0DBDRY254,257,11,0,132941.0,46.38,22.45,Low Income
B0DBDNZFFX,257,11,0,107495.0,45.06,21.69,Low Income
B0DBF4KSQL,257,11,0,783464.0,46.74,23.46,Low Income
B0D77WPX3L,289,11,0,24911.0,33.17,10.85,Low Income
B0D91HC4ZV,280,11,23,264170.0,35.50,67.09,Lower-Middle Income
B0D91QDD4Z,280,11,0,469872.0,40.66,69.25,Lower-Middle Income
B0D7M87QP8,189,11,0,87556.0,30.26,17.11,Low Income
B0D6B2ZG3J,296,11,0,35962.0,33.54,5.66,Low Income
B0D6B2KND2,296,11,29,1975.0,31.76,5.02,Low Income
B0D69ZF78T,296,11,0,4337.0,33.95,6.14,Low Income
B0D6VL8RHK,301,11,0,251351.0,30.90,5.11,Low Income
B0DBHWVQTH,189,11,0,9405.0,35.90,0.00,Low Income
B0CYP47WQ9,355,11,0,924838.0,,,Low Income
B0DBHTJ9S9,189,11,0,73883.0,,,Lower-Middle Income
B0DBJ3RQXC,189,11,0,26531.0,,,Low Income
B0DB22JCWG,261,11,0,70789.0,25.20,0.00,Very Low Income
B0D4M2GRQ1,156,11,0,48215.0,33.27,27.44,Low Income
B0D7HNF5ZH,234,11,0,346180.0,232.47,225.15,Upper-Middle Income
B0D83GR6J9,210,11,0,706099.0,90.19,122.81,Upper-Middle Income
B0D8Q4BZ71,271,11,0,33813.0,37.93,0.00,Low Income
B0D7Q2SXFQ,189,11,0,10266.0,,,Low Income
B0D663MPWJ,296,11,0,184084.0,,,Very Low Income
B0D6R5W1SV,301,11,0,143797.0,,,Very Low Income
B0D62NYZMS,189,11,0,228971.0,,,Upper-Middle Income
B0D6MX3G2D,295,11,0,437053.0,64.29,76.27,Upper-Middle Income
B0D7VYNPMV,74,11,0,3003.0,,,Low Income
B0D9JGWFCY,245,11,0,146443.0,301.51,226.06,Upper-Middle Income
B0D7ZTSKY8,248,11,25,834530.0,47.57,28.65,Low Income
B0D12D5ZP9,1845,11,0,44936.0,,,Upper-Middle Income
